trial_uid,binary_success_label,start_year,phase_numeric,num_arms,is_randomized,is_multi_center,country_count,is_multi_country,intervention_type,is_combination_therapy,sponsor_type,sponsor_trial_count_total,sponsor_trial_count_last_5y,sponsor_success_rate_historical,is_top_10_sponsor,target_primary,target_category,target_trial_count_total,target_trial_count_last_5y,target_success_rate_historical,is_novel_target
NCT01494506,1,2011,3,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,mm 398,drug,0,0,NA,1
NCT01506973,1,2012,1,NA,0,0,1,0,DRUG,0,academic,2,1,NA,0,hydroxychloroquine hcq,drug,0,0,NA,1
NCT01510561,0,2012,1,NA,0,0,1,0,DRUG,0,unknown,3,2,1,0,90y hpam4,drug,0,0,NA,1
NCT01515046,0,2012,2,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,gemcitabine with escalating ascorbic acid,drug,1,1,NA,0
NCT01523808,1,2012,1,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,graspa,drug,0,0,NA,1
NCT01524575,0,2012,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine and oxaliplatin,drug,0,0,NA,1
NCT01526135,1,2012,3,NA,0,0,2,1,DRUG,0,unknown,2,0,1,0,mfolfirinox,drug,0,0,NA,1
NCT01531712,0,2012,2,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,gemcitabine,drug,35,23,0.467,0
NCT01543412,1,2010,2,NA,0,0,1,0,DRUG,0,unknown,1,1,1,0,folfiri,drug,0,0,NA,1
NCT01547260,1,2012,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemzar,drug,0,0,NA,1
NCT01569282,0,2012,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,hepaticojejunostomy and gastroenterostomy,procedure,0,0,NA,1
NCT01587534,1,2012,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,norzyme,drug,0,0,NA,1
NCT01598584,0,2012,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,mirtazapine plus gemcitabine,drug,0,0,NA,1
NCT01600807,0,2011,1,NA,0,0,1,0,DRUG,0,academic,5,2,0,0,gemcitabine erlotinib osi 906,drug,0,0,NA,1
NCT01621243,0,2012,1,NA,0,0,2,1,DRUG,0,biotech,0,0,NA,0,nab paclitaxel,drug,1,1,0,0
NCT01632306,0,2012,1,NA,0,0,1,0,DRUG,0,big_pharma,9,5,0.667,1,ly2090314,drug,0,0,NA,1
NCT01647828,1,2012,1,NA,0,0,1,0,DRUG,0,biotech,1,1,NA,0,omp 59r5,drug,0,0,NA,1
NCT01652976,1,2012,2,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,dasatinib,drug,4,4,0,0
NCT01658943,1,2012,2,NA,0,0,1,0,DRUG,0,academic,31,12,0.636,1,akt inhibitor mk2206,drug,0,0,NA,1
NCT01674556,1,2012,1,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemzar,drug,0,0,NA,1
NCT01683422,0,2012,NA,NA,0,0,1,0,RADIATION,0,academic,0,0,NA,0,proton gemcitabine erlotinib capecitabine,radiation,0,0,NA,1
NCT01688336,0,2012,2,NA,0,0,1,0,DRUG,0,academic,1,0,NA,0,folfirinox,drug,0,0,NA,1
NCT01693276,0,2012,1,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,gemcitabine,drug,35,23,0.467,0
NCT01730222,1,2012,1,NA,0,0,1,0,DRUG,0,unknown,6,6,0.5,0,cisplatin,drug,6,0,1,0
NCT01739439,0,2012,1,NA,0,0,1,0,DRUG,1,academic,3,2,0,0,gemcitabine hydrochloride,drug,26,12,0.714,0
NCT01741597,0,2012,1,NA,0,0,1,0,PROCEDURE,1,academic,4,4,0,0,dynamic contrast enhanced magnetic resonance imaging,procedure,0,0,NA,1
NCT01746979,1,2012,3,NA,0,0,2,1,DRUG,0,unknown,1,1,1,0,th 302,drug,0,0,NA,1
NCT01754623,0,2012,2,NA,0,0,1,0,DRUG,1,academic,3,3,0.5,0,capecitabine,drug,20,14,0.667,0
NCT01760252,0,2012,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,capecitabine oxaliplatin and irinotecan capoxiri,drug,0,0,NA,1
NCT01760694,0,2012,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,multi modality iort surgery radiation chemotherapy,other,0,0,NA,1
NCT01768988,0,2013,4,NA,1,0,1,0,DRUG,0,unknown,0,0,NA,0,placebo,drug,1,1,NA,0
NCT01770132,1,2013,1,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,porfimer sodium,drug,0,0,NA,1
NCT01782690,1,2013,NA,NA,0,0,1,0,DRUG,0,big_pharma,5,5,0.5,0,erlotinib,drug,7,6,0.75,0
NCT01783171,1,2013,1,NA,0,0,2,1,DRUG,1,academic,34,12,0.667,1,akt inhibitor mk2206,drug,1,1,1,0
NCT01789073,1,2013,NA,NA,0,0,1,0,DIETARY_SUPPLEMENT,0,academic,0,0,NA,0,oral impact nestl health science,dietary_supplement,0,0,NA,1
NCT01795274,0,2013,NA,NA,0,0,1,0,RADIATION,0,academic,1,1,NA,0,carbon ion radiotherapy,radiation,0,0,NA,1
NCT01808638,1,2013,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,atu027 gemcitabine in lead in safety period,drug,0,0,NA,1
NCT01821612,1,2013,0.5,NA,0,0,1,0,DRUG,1,academic,9,4,0.667,1,oxaliplatin,drug,5,1,0.5,0
NCT01830322,0,2013,2,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,cpi 613,drug,0,0,NA,1
NCT01834235,0,2013,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,gemcitabine,drug,40,23,0.412,0
NCT01835041,1,2013,1,NA,0,0,1,0,DRUG,1,academic,4,1,0,0,6 8 bis benzylthio octanoic acid,drug,0,0,NA,1
NCT01836432,0,2013,3,NA,0,0,1,0,DRUG,1,biotech,4,2,0.667,0,folfirinox,drug,3,3,0,0
NCT01839487,1,2013,2,NA,0,0,1,0,DRUG,0,biotech,1,1,NA,0,pegph20,drug,0,0,NA,1
NCT01844817,1,2013,2,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,ogx 427,drug,0,0,NA,1
NCT01845805,1,2013,2,NA,0,0,1,0,DRUG,1,academic,16,7,0.375,1,oral azacitidine,drug,0,0,NA,1
NCT01851174,0,2013,2,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gemcitabine,drug,40,23,0.412,0
NCT01872377,0,2012,NA,NA,0,0,1,0,RADIATION,0,academic,0,0,NA,0,cyberknife stereotactic body radiotherapy sbrt boost,radiation,0,0,NA,1
NCT01875198,0,2013,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,radical antegrade modular pancreatectomy with splenectomy,procedure,0,0,NA,1
NCT01895790,0,2013,1,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,pancreatic duct stent placement,device,0,0,NA,1
NCT01897454,0,2013,2,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,fluorouracil,drug,10,0,1,0
NCT01900327,0,2013,3,NA,0,0,1,0,RADIATION,1,unknown,0,0,NA,0,external beam radiation,radiation,0,0,NA,1
NCT01903083,1,2013,1,NA,0,0,1,0,DRUG,1,unknown,1,1,1,0,tadalafil,drug,0,0,NA,1
NCT01911416,0,2013,NA,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,lde225,drug,0,0,NA,1
NCT01921751,0,2013,2,NA,0,0,1,0,RADIATION,1,unknown,2,1,0,0,low intensity radiation therapy,radiation,0,0,NA,1
NCT01940237,0,2013,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,0,0,NA,0,psychotherapy,behavioral,0,0,NA,1
NCT01945879,1,2013,1,NA,0,0,1,0,DRUG,0,unknown,3,3,1,0,enoxaparine,drug,0,0,NA,1
NCT01946646,0,2013,1,NA,0,0,1,0,DRUG,0,academic,2,1,NA,0,s 1 ccrt,drug,0,0,NA,1
NCT01954732,0,2013,1,NA,0,0,NA,0,DRUG,1,academic,5,4,0.5,0,metformin hydrochloride,drug,1,1,NA,0
NCT01956812,0,2013,3,NA,0,0,8,1,DRUG,0,unknown,4,3,0.5,0,immu 107,drug,0,0,NA,1
NCT01959139,1,2013,1,NA,0,0,1,0,DRUG,0,unknown,3,0,NA,0,pegph20,drug,0,0,NA,1
NCT01962909,0,2013,0.5,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,ptp 01,drug,0,0,NA,1
NCT01964430,1,2013,3,NA,0,0,21,1,DRUG,0,unknown,2,1,1,0,nab paclitaxel,drug,2,2,0,0
NCT01977066,1,2013,NA,NA,0,0,1,0,BEHAVIORAL,0,academic,2,2,0.5,0,six months supervised resistance training,behavioral,0,0,NA,1
NCT01996540,1,2013,NA,NA,1,1,1,0,OTHER,0,unknown,0,0,NA,0,interventional arm early best palliative care,other,0,0,NA,1
NCT02004262,1,2013,2,NA,0,0,2,1,BIOLOGICAL,1,biotech,1,1,NA,0,gvax pancreas vaccine,biological,1,0,NA,0
NCT02024009,1,2013,1,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,nab paclitaxel,drug,2,2,0,0
NCT02028806,1,2014,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,mfolfirinox,drug,1,1,1,0
NCT02043730,1,2014,2,NA,0,0,1,0,DRUG,0,unknown,2,1,1,0,nab paclitaxel and gemcitabine,drug,0,0,NA,1
NCT02045589,1,2014,1,NA,0,0,1,0,GENETIC,1,unknown,0,0,NA,0,vcn 01,genetic,0,0,NA,1
NCT02047500,0,2014,1,NA,0,0,1,0,DRUG,0,unknown,2,2,1,0,th 302,drug,1,1,1,0
NCT02047513,1,2014,2,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,perioperative nab paclitaxel gemcitabine,drug,0,0,NA,1
NCT02048384,1,2014,1,NA,0,0,1,0,DRUG,0,academic,18,7,0.444,1,metformin alone arm a,drug,0,0,NA,1
NCT02070705,0,2014,NA,NA,0,0,1,0,PROCEDURE,1,academic,1,0,NA,0,dynamic contrast enhanced magnetic resonance imaging,procedure,1,1,0,0
NCT02077881,1,2014,1,NA,0,0,1,0,DRUG,0,biotech,5,2,0.5,0,nab paclitaxel,drug,6,6,0.5,0
NCT02089269,1,2014,NA,NA,0,0,1,0,NA,0,unknown,0,0,NA,0,registry real world,NA,0,0,NA,1
NCT02101021,0,2014,3,NA,0,0,1,0,DRUG,0,big_pharma,0,0,NA,0,momelotinib,drug,0,0,NA,1
NCT02106871,0,2014,1,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,sildenafil,drug,0,0,NA,1
NCT02109445,0,2014,2,NA,0,0,1,0,DRUG,0,big_pharma,4,0,1,0,pf 03084014,drug,0,0,NA,1
NCT02117479,0,2014,3,NA,0,0,NA,0,DRUG,0,biotech,1,1,1,0,ruxolitinib,drug,0,0,NA,1
NCT02119663,0,2014,3,NA,0,0,NA,0,DRUG,0,biotech,1,1,1,0,ruxolitinib,drug,0,0,NA,1
NCT02125136,1,2014,2,NA,0,0,1,0,DRUG,0,unknown,1,1,NA,0,gem nab pac,drug,0,0,NA,1
NCT02132403,0,2014,1,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,bth1704,drug,0,0,NA,1
NCT02159248,0,2014,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,tolfenamic acid gemcitabine radiation,drug,0,0,NA,1
NCT02178436,1,2014,1,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,gemcitabine hydrochloride,drug,28,8,0.625,0
NCT02184195,1,2014,3,NA,0,0,12,1,DRUG,0,big_pharma,4,0,1,0,olaparib,drug,0,0,NA,1
NCT02202785,0,2014,2,NA,0,0,NA,0,DRUG,0,biotech,0,0,NA,0,mln0264,drug,0,0,NA,1
NCT02207985,0,2014,1,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,allogeneic hematopoietic stem cell transplantation,procedure,0,0,NA,1
NCT02215044,0,2014,1,NA,0,0,NA,0,DRUG,0,unknown,1,0,NA,0,bi 2536 intravenous,drug,0,0,NA,1
NCT02237157,1,2014,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine local delivery,drug,0,0,NA,1
NCT02241551,0,2014,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine nab paclitaxel,drug,0,0,NA,1
NCT02243007,0,2014,2,NA,0,0,1,0,DRUG,1,academic,9,5,0.333,1,folfirinox,drug,5,5,0,0
NCT02244489,0,2014,1,NA,0,0,1,0,DRUG,0,big_pharma,0,0,NA,0,momelotinib mmb,drug,0,0,NA,1
NCT02261714,1,2014,1,NA,0,0,3,1,BIOLOGICAL,0,unknown,0,0,NA,0,tg01,biological,0,0,NA,1
NCT02267707,0,2014,1,NA,0,0,2,1,DRUG,0,unknown,5,3,1,0,nab paclitaxel,drug,6,6,0.5,0
NCT02269683,0,2014,NA,NA,0,0,1,0,PROCEDURE,0,unknown,1,1,NA,0,robot assisted distal pancreatectomy,procedure,0,0,NA,1
NCT02292745,1,2014,NA,NA,0,0,1,0,RADIATION,0,unknown,1,1,0,0,stereotactic radiotherapy,radiation,0,0,NA,1
NCT02295956,1,2014,0.5,NA,0,0,1,0,BEHAVIORAL,1,academic,15,5,0.5,1,questionnaires,behavioral,1,0,NA,0
NCT02301143,1,2014,2,NA,0,0,5,1,DRUG,1,unknown,5,3,1,0,nab paclitaxel,drug,6,6,0.5,0
NCT02308722,1,2014,1,NA,0,0,1,0,RADIATION,0,academic,1,1,1,0,5 fraction stereotactic body radiation therapy,radiation,0,0,NA,1
NCT02309177,1,2014,1,NA,0,0,1,0,DRUG,0,unknown,5,3,1,0,nab paclitaxel,drug,6,6,0.5,0
NCT02309632,0,2014,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,pancreatic cancer screening pathway 1,other,0,0,NA,1
NCT02324543,1,2014,1,NA,0,0,1,0,DRUG,0,academic,18,7,0.444,1,gemcitabine,drug,46,22,0.368,0
NCT02332863,1,2014,NA,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,back loaded needle device,device,0,0,NA,1
NCT02333409,0,2014,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,electroacupuncture,procedure,0,0,NA,1
NCT02345460,0,2015,2,NA,0,0,1,0,DRUG,1,academic,7,3,0.333,0,irinotecan hydrochloride,drug,0,0,NA,1
NCT02349867,1,2015,1,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,gemcitabine,drug,49,22,0.4,0
NCT02352337,1,2015,2,NA,0,0,1,0,DRUG,0,unknown,3,1,1,0,folfirinox,drug,7,7,0,0
NCT02352831,0,2015,1,NA,0,0,1,0,DRUG,1,academic,4,4,0.5,0,tosedostat,drug,0,0,NA,1
NCT02362048,1,2015,2,NA,0,0,NA,0,DRUG,1,biotech,0,0,NA,0,acp 196,drug,0,0,NA,1
NCT02383433,0,2015,2,NA,0,0,1,0,DRUG,0,academic,7,3,0.333,0,regorafenib,drug,1,1,NA,0
NCT02394535,1,2015,1,NA,0,0,1,0,DRUG,1,academic,16,2,0.571,1,capecitabine,drug,22,7,0.571,0
NCT02395016,1,2015,3,NA,0,0,1,0,DRUG,1,biotech,0,0,NA,0,nimotuzumab,drug,1,0,1,0
NCT02399137,1,2015,2,NA,0,0,6,1,DRUG,0,biotech,1,1,1,0,mm 141,drug,0,0,NA,1
NCT02404363,0,2015,3,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,clopidogrel,drug,0,0,NA,1
NCT02405585,0,2015,2,NA,0,0,1,0,DRUG,1,biotech,6,3,0.6,0,mfolfirinox,drug,2,2,1,0
NCT02414100,0,2015,NA,NA,0,0,1,0,OTHER,0,academic,1,0,1,0,laboratory biomarker analysis,other,2,1,NA,0
NCT02449967,0,2015,1,NA,0,0,1,0,PROCEDURE,0,academic,1,1,NA,0,interventional therapy,procedure,0,0,NA,1
NCT02454140,1,2015,NA,NA,0,0,1,0,RADIATION,0,academic,0,0,NA,0,sbrt,radiation,0,0,NA,1
NCT02456051,0,2015,NA,NA,0,0,1,0,NA,0,academic,1,1,NA,0,biomarker,NA,16,12,NA,0
NCT02465983,0,2015,1,NA,0,0,1,0,BIOLOGICAL,1,academic,2,1,0,0,cart meso 19 t cells,biological,0,0,NA,1
NCT02468557,0,2015,1,NA,0,0,1,0,DRUG,0,unknown,5,3,0.333,0,idelalisib,drug,0,0,NA,1
NCT02475499,1,2015,NA,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,dpp 4 inhibitors,drug,0,0,NA,1
NCT02487277,0,2015,2,NA,0,0,1,0,DRUG,0,unknown,2,1,0,0,pegph20,drug,3,3,1,0
NCT02496832,0,2014,NA,NA,0,0,NA,0,DRUG,0,academic,6,3,0.5,0,18f fluoroazomycin arabinoside,drug,0,0,NA,1
NCT02501902,1,2015,1,NA,0,0,2,1,DRUG,0,big_pharma,5,1,0.667,0,palbociclib,drug,0,0,NA,1
NCT02504333,1,2015,1,NA,0,0,1,0,DRUG,0,unknown,1,1,1,0,nab paclitaxel,drug,12,12,0.625,0
NCT02514031,0,2015,1,NA,0,0,1,0,DRUG,0,academic,2,0,0,0,arq 761,drug,0,0,NA,1
NCT02515513,0,2015,NA,NA,0,0,1,0,PROCEDURE,0,academic,3,3,1,0,muscle tissue biopsy sample,procedure,0,0,NA,1
NCT02517268,1,2015,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,0,1,0,pancreaticoduodenectomy,procedure,0,0,NA,1
NCT02548169,0,2015,1,NA,0,0,1,0,BIOLOGICAL,0,academic,0,0,NA,0,dc vaccine standard of care chemotherapy,biological,0,0,NA,1
NCT02551991,1,2015,2,NA,0,0,3,1,DRUG,0,unknown,0,0,NA,0,nal iri,drug,0,0,NA,1
NCT02555813,1,2015,NA,NA,0,0,1,0,DRUG,0,unknown,9,7,0.8,1,abraxane,drug,1,0,NA,0
NCT02562716,1,2015,2,NA,0,0,1,0,DRUG,1,unknown,4,1,1,0,fluorouracil,drug,11,1,0.667,0
NCT02562898,1,2015,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,ibrutinib,drug,0,0,NA,1
NCT02564146,1,2015,2,NA,0,0,1,0,DRUG,0,unknown,4,4,1,0,nab paclitaxel and gemcitabine,drug,1,1,1,0
NCT02570529,0,2015,4,NA,0,0,NA,0,DRUG,0,academic,1,1,0,0,albis,drug,0,0,NA,1
NCT02570711,0,2015,2,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,acp 196,drug,0,0,NA,1
NCT02575508,0,2015,1,NA,0,0,1,0,DRUG,1,academic,3,0,0,0,fluorouracil,drug,11,1,0.667,0
NCT02578459,0,2015,NA,NA,0,0,1,0,DEVICE,1,unknown,0,0,NA,0,intrathecal drug delivery system,device,0,0,NA,1
NCT02580422,0,2015,NA,NA,0,0,1,0,NA,0,academic,2,1,NA,0,imaging diagnostics,NA,16,10,NA,0
NCT02581215,1,2015,2,NA,1,0,1,0,DRUG,1,unknown,0,0,NA,0,mfolfirinox,drug,2,2,1,0
NCT02581501,0,2015,1,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,gax gemcitabine abraxane and xeloda,drug,0,0,NA,1
NCT02591082,1,2015,NA,NA,0,0,1,0,DEVICE,0,unknown,1,1,1,0,renovocath r120 catheter,device,0,0,NA,1
NCT02592395,0,2015,1,NA,0,0,NA,0,DRUG,1,academic,1,0,NA,0,folfirinox,drug,7,7,0,0
NCT02608229,0,2015,1,NA,0,0,1,0,DRUG,1,academic,4,4,0.5,0,bvd 523,drug,0,0,NA,1
NCT02620865,1,2015,1,NA,0,0,1,0,BIOLOGICAL,1,academic,4,0,NA,0,aldesleukin,biological,0,0,NA,1
NCT02653313,1,2015,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,parvovirus h 1 h 1pv,drug,0,0,NA,1
NCT02670746,0,2015,NA,NA,0,0,1,0,NA,0,unknown,9,7,0.8,1,imaging diagnostics,NA,16,10,NA,0
NCT02672917,0,2016,1,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,mvt 5873,drug,0,0,NA,1
NCT02681601,0,2016,NA,NA,0,0,1,0,DIETARY_SUPPLEMENT,1,academic,2,1,0,0,nutrawell powder,dietary_supplement,0,0,NA,1
NCT02682082,0,2016,NA,NA,0,0,1,0,PROCEDURE,1,academic,1,1,NA,0,endoscopic ultrasound guided celiax plexus neurolysis,procedure,0,0,NA,1
NCT02683824,1,2016,0.5,NA,0,0,1,0,DIAGNOSTIC_TEST,1,academic,4,1,0,0,computed tomography,diagnostic_test,0,0,NA,1
NCT02697058,1,2016,2,NA,0,0,1,0,BIOLOGICAL,1,unknown,0,0,NA,0,bax2398 5 fu calcium levofolinate,biological,0,0,NA,1
NCT02702986,1,2016,1,NA,0,0,1,0,PROCEDURE,1,unknown,0,0,NA,0,immunostimulating interstitial laser thermotherapy,procedure,0,0,NA,1
NCT02704143,1,2016,NA,NA,0,0,1,0,OTHER,1,academic,1,1,NA,0,combination of cyberknife with s 1,other,0,0,NA,1
NCT02704156,1,2016,2,NA,0,0,1,0,DEVICE,0,academic,1,1,NA,0,cyberknife plus pembrolizumab and trametinib,device,0,0,NA,1
NCT02715804,0,2016,3,NA,0,0,22,1,OTHER,1,biotech,2,2,1,0,biological pegylated recombinant human hyaluronidase pegph20,other,0,0,NA,1
NCT02716207,1,2016,NA,NA,0,0,1,0,DEVICE,0,academic,1,1,NA,0,cyberknife,device,0,0,NA,1
NCT02720666,1,2016,1,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,k 001,drug,0,0,NA,1
NCT02723331,1,2016,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,nab paclitaxel,drug,16,16,0.667,0
NCT02734160,1,2016,1,NA,0,0,5,1,DRUG,0,big_pharma,13,7,0.5,1,galunisertib,drug,1,1,1,0
NCT02736578,0,2016,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,cetuximab irdye800,drug,0,0,NA,1
NCT02743975,0,2016,1,NA,0,0,1,0,DRUG,0,academic,0,0,NA,0,bevacizumab 800cw,drug,0,0,NA,1
NCT02745197,0,2016,2,NA,0,0,NA,0,DIETARY_SUPPLEMENT,0,academic,0,0,NA,0,nutritional supplement,dietary_supplement,0,0,NA,1
NCT02749136,1,2016,2,NA,0,0,1,0,DRUG,0,academic,3,0,NA,0,preoperative modified folfirinox and postoperative gemcitabine,drug,0,0,NA,1
NCT02750657,1,2016,NA,NA,0,0,1,0,GENETIC,0,academic,9,6,0.333,0,molecular profiling,genetic,0,0,NA,1
NCT02767557,1,2016,2,NA,0,0,2,1,DRUG,0,academic,0,0,NA,0,tocilizumab,drug,0,0,NA,1
NCT02782182,0,2016,1,NA,0,0,1,0,DRUG,0,academic,4,1,1,0,folfirinox oxaliplatin leucovorin irinotecan,drug,0,0,NA,1
NCT02812992,1,2016,4,NA,0,0,1,0,DRUG,1,unknown,7,6,1,0,nab paclitaxel,drug,16,16,0.667,0
NCT02826486,1,2016,2,NA,0,0,4,1,DRUG,0,biotech,0,0,NA,0,bl 8040,drug,0,0,NA,1
NCT02850874,0,2016,2,NA,0,0,1,0,PROCEDURE,1,academic,7,4,0.5,0,hyperthermic intraperitoneal chemotherapy,procedure,0,0,NA,1
NCT02851381,0,2016,NA,NA,0,0,NA,0,DRUG,0,academic,2,1,0,0,fg 3019,drug,2,1,NA,0
NCT02866383,1,2016,2,NA,0,0,1,0,DRUG,1,academic,0,0,NA,0,nivolumab,drug,0,0,NA,1
NCT02868632,0,2016,1,NA,0,0,1,0,DRUG,1,unknown,3,0,0,0,medi4736,drug,0,0,NA,1
NCT02879318,1,2016,2,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,gemcitabine,drug,53,23,0.429,0
NCT02894944,1,2016,1,NA,0,0,1,0,BIOLOGICAL,0,academic,6,5,1,0,theragene ad5 ycd muttksr39rep adp,biological,0,0,NA,1
NCT02902484,0,2016,1,NA,0,0,1,0,DRUG,0,academic,3,1,0,0,nintedanib,drug,0,0,NA,1
NCT02905578,1,2016,2,NA,0,0,1,0,DRUG,0,unknown,3,2,0,0,gemcitabine,drug,53,23,0.429,0
NCT02910882,0,2016,2,NA,0,0,1,0,DRUG,1,unknown,0,0,NA,0,pegylated recombinant human hyaluronidase pegph20,drug,0,0,NA,1
NCT02921737,0,2016,2,NA,0,0,1,0,DRUG,0,academic,4,4,0.5,0,tas 102,drug,0,0,NA,1
NCT02923921,1,2016,3,NA,0,0,13,1,BIOLOGICAL,1,big_pharma,13,7,0.5,1,pegilodecakin,biological,0,0,NA,1
NCT02926040,0,2016,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,irreversible electroporation,procedure,0,0,NA,1
NCT02948309,1,2016,3,NA,0,0,1,0,DRUG,0,academic,1,1,NA,0,mistletoe extract iscador qu,drug,0,0,NA,1
NCT02952859,0,2016,NA,NA,0,0,1,0,OTHER,0,academic,0,0,NA,0,irreversible electroporation,other,0,0,NA,1
NCT02959879,1,2016,2,NA,0,0,1,0,DRUG,1,academic,1,1,NA,0,folfox neoadjuvant chemotherapy,drug,0,0,NA,1
NCT02967770,0,2016,2,NA,0,0,1,0,OTHER,1,academic,2,1,NA,0,molecularly tailored second line therapy,other,0,0,NA,1
NCT02973217,1,2016,NA,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,immunostimulating interstitial laser thermotherapy,device,0,0,NA,1
NCT02974764,1,2016,NA,NA,0,0,1,0,OTHER,0,academic,1,1,0,0,no intervention exposures,other,0,0,NA,1
NCT02981342,1,2016,2,NA,0,0,8,1,DRUG,0,big_pharma,13,7,0.5,1,abemaciclib,drug,0,0,NA,1
NCT02985801,0,2016,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,pancrelipase,drug,0,0,NA,1
NCT03001505,0,2016,NA,NA,0,0,1,0,NA,0,academic,3,1,0,0,registry real world,NA,1,1,1,0
NCT03002831,0,2016,2,NA,0,0,1,0,BIOLOGICAL,1,academic,0,0,NA,0,cytokine induced killer cells,biological,0,0,NA,1
NCT03003078,1,2016,NA,NA,0,0,3,1,DEVICE,0,unknown,0,0,NA,0,oncosil,device,0,0,NA,1
NCT03012282,0,2017,NA,NA,0,0,1,0,DIAGNOSTIC_TEST,0,academic,1,0,NA,0,computed tomography perfusion imaging,diagnostic_test,0,0,NA,1
NCT03033225,1,2017,2,NA,0,0,1,0,PROCEDURE,1,academic,8,1,0,0,endoscopic ultrasound,procedure,1,1,NA,0
NCT03040986,1,2017,2,NA,0,0,1,0,OTHER,1,academic,38,7,0.692,1,laboratory biomarker analysis,other,3,1,0,0
NCT03069599,0,2016,NA,NA,0,0,1,0,PROCEDURE,0,academic,0,0,NA,0,irreversible electroporation ire,procedure,0,0,NA,1
NCT03077685,1,2017,2,NA,0,0,1,0,DRUG,0,biotech,0,0,NA,0,nanopac,drug,0,0,NA,1
NCT03086642,1,2017,1,NA,0,0,1,0,DRUG,0,unknown,0,0,NA,0,talimogene laherparepvec,drug,1,0,NA,0
NCT03099265,0,2017,2,NA,0,0,1,0,DRUG,0,academic,2,2,NA,0,neoadjuvant mfolfirinox,drug,0,0,NA,1
NCT03105921,1,2017,NA,NA,0,0,1,0,DEVICE,0,academic,0,0,NA,0,nanoknife,device,0,0,NA,1
NCT03117556,0,2017,NA,NA,0,0,1,0,PROCEDURE,0,academic,1,1,NA,0,bilateral thoracoscopic splanchnicectomy,procedure,0,0,NA,1
NCT03122106,0,2017,1,NA,0,0,1,0,BIOLOGICAL,1,academic,6,4,0.25,0,personalized neoantigen dna vaccine,biological,0,0,NA,1
